currSessionId,currGameId,currRoundId,playerId,playerType,playerCurrInvestEcon,playerCurrInvestEnv,playerEconState,envState
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,17,AI-RANDOM,AI-RANDOM,5,0,0.22,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,17,AI-RANDOM,AI-RANDOM,0,5,0,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,18,AI-RANDOM,AI-RANDOM,0,5,0,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,18,AI-RANDOM,AI-RANDOM,2,3,0.22,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,18,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,4,1,0.96,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,19,AI-RANDOM,AI-RANDOM,1,4,0.2,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,20,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.93,0.06
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,19,AI-RANDOM,AI-RANDOM,4,1,0.04000001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,19,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.93,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,20,AI-RANDOM,AI-RANDOM,0,5,0,0.06
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,20,AI-RANDOM,AI-RANDOM,1,4,0.16,0.06
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,21,AI-RANDOM,AI-RANDOM,3,2,0.24,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,21,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.95,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,21,AI-RANDOM,AI-RANDOM,1,4,0,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,22,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.9,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,22,AI-RANDOM,AI-RANDOM,2,3,0.18,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,22,AI-RANDOM,AI-RANDOM,1,4,0,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,23,AI-RANDOM,AI-RANDOM,4,1,0.21,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,23,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.93,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,24,AI-RANDOM,AI-RANDOM,4,1,0.05999999,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,23,AI-RANDOM,AI-RANDOM,2,3,0,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,24,AI-RANDOM,AI-RANDOM,2,3,0.21,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,24,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,4,1,0.93,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,25,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.9,0.15
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,25,AI-RANDOM,AI-RANDOM,0,5,0,0.15
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,25,AI-RANDOM,AI-RANDOM,1,4,0.17,0.15
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,26,AI-RANDOM,AI-RANDOM,5,0,0.17,0.12
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,26,AI-RANDOM,AI-RANDOM,0,5,0.09000002,0.12
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,26,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.9,0.12
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,28,AI-RANDOM,AI-RANDOM,1,4,0,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,27,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.93,0.11
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,27,AI-RANDOM,AI-RANDOM,2,3,0.02000003,0.11
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,27,AI-RANDOM,AI-RANDOM,0,5,0.1,0.11
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,28,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.94,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,29,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,4,1,0.95,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,29,AI-RANDOM,AI-RANDOM,4,1,0.08,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,29,AI-RANDOM,AI-RANDOM,5,0,0.25,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,28,AI-RANDOM,AI-RANDOM,4,1,0.15,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,30,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.94,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,30,AI-RANDOM,AI-RANDOM,3,2,0.1,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,30,AI-RANDOM,AI-RANDOM,4,1,0.29,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,31,AI-RANDOM,AI-RANDOM,4,1,0.35,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,31,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.95,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,32,AI-RANDOM,AI-RANDOM,3,2,0.37,0.03
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,32,AI-RANDOM,AI-RANDOM,0,5,0.16,0.03
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,31,AI-RANDOM,AI-RANDOM,5,0,0.21,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,32,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.93,0.03
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,33,AI-RANDOM,AI-RANDOM,4,1,0.17,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,33,AI-RANDOM,AI-RANDOM,2,3,0.32,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,33,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.92,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,34,AI-RANDOM,AI-RANDOM,5,0,0.45,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,34,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.89,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,34,AI-RANDOM,AI-RANDOM,5,0,0.25,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,35,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.94,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,35,AI-RANDOM,AI-RANDOM,5,0,0.6200001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,35,AI-RANDOM,AI-RANDOM,0,5,0.15,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,36,AI-RANDOM,AI-RANDOM,5,0,0.7400001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,36,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.97,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,37,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.95,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,37,AI-RANDOM,AI-RANDOM,3,2,0.24,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,36,AI-RANDOM,AI-RANDOM,3,2,0.21,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,37,AI-RANDOM,AI-RANDOM,2,3,0.71,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,38,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.89,0.09999999
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,38,AI-RANDOM,AI-RANDOM,0,5,0.13,0.09999999
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,38,AI-RANDOM,AI-RANDOM,0,5,0.6300001,0.09999999
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,39,AI-RANDOM,AI-RANDOM,4,1,0.6600001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,39,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.91,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,39,AI-RANDOM,AI-RANDOM,0,5,0.06000001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,40,AI-RANDOM,AI-RANDOM,0,5,0.6200001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,41,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.95,0.05
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,41,AI-RANDOM,AI-RANDOM,1,4,0.53,0.05
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,40,AI-RANDOM,AI-RANDOM,5,0,0.17,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,40,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.93,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,42,AI-RANDOM,AI-RANDOM,2,3,0.5100001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,41,AI-RANDOM,AI-RANDOM,1,4,0.1,0.05
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,42,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,3,2,0.92,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,42,AI-RANDOM,AI-RANDOM,4,1,0.16,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,43,AI-RANDOM,AI-RANDOM,3,2,0.23,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,43,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.92,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,43,AI-RANDOM,AI-RANDOM,2,3,0.48,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,44,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.91,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,45,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.94,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,45,AI-RANDOM,AI-RANDOM,3,2,0.5300001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,44,AI-RANDOM,AI-RANDOM,3,2,0.5400001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,44,AI-RANDOM,AI-RANDOM,3,2,0.19,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,45,AI-RANDOM,AI-RANDOM,3,2,0.23,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,46,AI-RANDOM,AI-RANDOM,1,4,0.5600001,0.12
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,46,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,4,1,0.9,0.12
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,46,AI-RANDOM,AI-RANDOM,0,5,0.14,0.12
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,47,AI-RANDOM,AI-RANDOM,4,1,0.18,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,47,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.92,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,48,AI-RANDOM,AI-RANDOM,3,2,0.22,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,47,AI-RANDOM,AI-RANDOM,3,2,0.6000001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,48,AI-RANDOM,AI-RANDOM,3,2,0.6200001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,48,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.98,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,49,AI-RANDOM,AI-RANDOM,1,4,0.5500001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,49,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,5,0,0.89,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",26,49,AI-RANDOM,AI-RANDOM,5,0,0.42,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,0,AI-RANDOM,AI-RANDOM,1,4,0.08,0.47
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,1,AI-RANDOM,AI-RANDOM,0,5,0,0.3800001
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,1,AI-RANDOM,AI-RANDOM,5,0,0.19,0.3800001
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,0,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.26,0.47
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,0,AI-RANDOM,AI-RANDOM,1,4,0.09,0.47
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,1,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.34,0.3800001
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,2,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.41,0.35
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,2,AI-RANDOM,AI-RANDOM,5,0,0.32,0.35
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,2,AI-RANDOM,AI-RANDOM,0,5,0,0.35
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,3,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,3,2,0.48,0.33
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,3,AI-RANDOM,AI-RANDOM,4,1,0.36,0.33
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,3,AI-RANDOM,AI-RANDOM,1,4,0,0.33
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,4,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.58,0.49
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,5,AI-RANDOM,AI-RANDOM,0,5,0.24,0.35
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,4,AI-RANDOM,AI-RANDOM,0,5,0.3,0.49
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,4,AI-RANDOM,AI-RANDOM,1,4,0,0.49
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,5,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.67,0.35
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,5,AI-RANDOM,AI-RANDOM,4,1,0.11,0.35
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,6,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.7399999,0.22
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,6,AI-RANDOM,AI-RANDOM,5,0,0.28,0.22
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,6,AI-RANDOM,AI-RANDOM,0,5,0.02,0.22
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,7,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.8299999,0.16
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,7,AI-RANDOM,AI-RANDOM,2,3,0.29,0.16
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,7,AI-RANDOM,AI-RANDOM,2,3,0,0.16
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,8,AI-RANDOM,AI-RANDOM,4,1,0.34,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,8,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.9399999,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,8,AI-RANDOM,AI-RANDOM,4,1,0.1,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,9,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.92,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,10,AI-RANDOM,AI-RANDOM,1,4,0.41,0.05999999
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,9,AI-RANDOM,AI-RANDOM,5,0,0.16,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,9,AI-RANDOM,AI-RANDOM,5,0,0.45,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,10,AI-RANDOM,AI-RANDOM,4,1,0.27,0.05999999
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,10,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.92,0.05999999
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,11,AI-RANDOM,AI-RANDOM,1,4,0.37,0.11
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,11,AI-RANDOM,AI-RANDOM,0,5,0.21,0.11
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,11,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.89,0.11
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,12,AI-RANDOM,AI-RANDOM,0,5,0.16,0.22
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,12,AI-RANDOM,AI-RANDOM,3,2,0.41,0.22
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,12,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.92,0.22
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,13,AI-RANDOM,AI-RANDOM,0,5,0.38,0.26
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,14,AI-RANDOM,AI-RANDOM,1,4,0.01000004,0.1799999
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,13,AI-RANDOM,AI-RANDOM,1,4,0.1,0.26
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,13,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.88,0.26
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,14,AI-RANDOM,AI-RANDOM,5,0,0.5,0.1799999
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,14,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.89,0.1799999
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,15,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.93,0.05999994
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,15,AI-RANDOM,AI-RANDOM,3,2,0.48,0.05999994
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,15,AI-RANDOM,AI-RANDOM,3,2,0.08000004,0.05999994
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,16,AI-RANDOM,AI-RANDOM,5,0,0.13,0.02999993
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,16,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.95,0.02999993
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,16,AI-RANDOM,AI-RANDOM,0,5,0.37,0.02999993
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,17,AI-RANDOM,AI-RANDOM,0,5,0.31,0.009999931
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,18,AI-RANDOM,AI-RANDOM,5,0,0.47,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,18,AI-RANDOM,AI-RANDOM,0,5,0.07000002,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,17,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.93,0.009999931
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,17,AI-RANDOM,AI-RANDOM,1,4,0.09000003,0.009999931
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,18,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.94,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,19,AI-RANDOM,AI-RANDOM,1,4,1.490116E-08,0.21
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,19,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.94,0.21
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,19,AI-RANDOM,AI-RANDOM,1,4,0.4100001,0.21
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,20,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.94,0.19
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,20,AI-RANDOM,AI-RANDOM,4,1,0.5100001,0.19
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,20,AI-RANDOM,AI-RANDOM,2,3,0,0.19
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,21,AI-RANDOM,AI-RANDOM,5,0,0.12,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,22,AI-RANDOM,AI-RANDOM,4,1,0.19,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,21,AI-RANDOM,AI-RANDOM,3,2,0.5700001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,21,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,4,1,0.93,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,22,AI-RANDOM,AI-RANDOM,5,0,0.6200001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,22,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.92,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,23,AI-RANDOM,AI-RANDOM,5,0,0.32,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,23,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.9,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,23,AI-RANDOM,AI-RANDOM,0,5,0.5700001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,24,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,3,2,0.95,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,24,AI-RANDOM,AI-RANDOM,2,3,0.5600001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,24,AI-RANDOM,AI-RANDOM,5,0,0.5100001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,25,AI-RANDOM,AI-RANDOM,5,0,0.6800001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,25,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,4,1,0.95,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,25,AI-RANDOM,AI-RANDOM,5,0,0.6200001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,26,AI-RANDOM,AI-RANDOM,4,1,0.6900001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,26,AI-RANDOM,AI-RANDOM,2,3,0.7200001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,27,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.92,0.02000001
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,26,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-DISRUPTIVE-INDIVIDUALISTIC,5,0,0.89,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,27,AI-RANDOM,AI-RANDOM,3,2,0.79,0.02000001
"041834AQH['CI', 'RANDOM', 'RANDOM']",27,27,AI-RANDOM,AI-RANDOM,1,4,0.6700001,0.02000001
